FID,STATEFP,COUNTYFP,COUNTYNM,TRACTCE,GEOID,ALAND,AWATER,ASQMI,INTPTLAT,INTPTLON,MSSAID,MSSANM,DEFINITION,TOTALPOVPO,Shape__Area,Shape__Length
1619,06,085,Santa Clara,508708,06085508708,4892338,0,1.88894263394,+37.3800505,-122.0006021,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,3880,7761800.828125,11714.880941494
1620,06,085,Santa Clara,505902,06085505902,882189,0,0.340614723712,+37.3344951,-121.9536944,183n,Santa Clara South and West,Urban,3648,1397926.76171875,5482.71569561839
1621,06,085,Santa Clara,503127,06085503127,2926721,0,1.13001321928,+37.2858514,-121.8568775,183h,San Jose Southeast,Urban,4012,4631773.484375,10622.0595724916
1622,06,085,Santa Clara,503126,06085503126,1545159,0,0.596589317183,+37.2953016,-121.8591564,183h,San Jose Southeast,Urban,3421,2445949.7578125,8081.27630730462
1623,06,085,Santa Clara,503124,06085503124,1572583,0,0.607179984344,+37.2836065,-121.8718216,183h,San Jose Southeast,Urban,5577,2488602.80859375,9508.0986948451
1624,06,085,Santa Clara,503125,06085503125,742589,0,0.28671580003,+37.2832604,-121.8775331,183h,San Jose Southeast,Urban,3435,1175129.62109375,4618.73669623875
1625,06,085,Santa Clara,512055,06085512055,677268,0,0.261494003867,+37.2697740,-121.8357566,183h,San Jose Southeast,Urban,3715,1071375.1953125,4687.78834037557
1626,06,085,Santa Clara,509002,06085509002,673032,0,0.259860275977,+37.3904903,-122.0182184,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,4424,1068079.34375,5149.42149969686
1627,06,085,Santa Clara,509001,06085509001,863575,0,0.333428822838,+37.3936552,-122.0243888,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,2696,1370576.0546875,5060.43609001282
1628,06,059,Orange,062650,06059062650,1647622,0,0.636152122286,+33.6627696,-117.8194404,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,4739,2384584.7265625,6377.91364785715
1629,06,059,Orange,062654,06059062654,2879059,0,1.11160900456,+33.6473598,-117.7718736,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,7586,4165332.71484375,8543.51258437788
1630,06,059,Orange,052531,06059052531,1074083,0,0.414706536953,+33.6639057,-117.7845669,116o,Irvine Central/Tustin East,Urban,4435,1554547.55078125,5707.53695694504
1631,06,059,Orange,052532,06059052532,4117037,0,1.58959797586,+33.6747665,-117.7726183,116o,Irvine Central/Tustin East,Urban,5707,5960176.07421875,10575.8235579007
1632,06,059,Orange,032063,06059032063,6046850,5335,2.33676250812,+33.4734038,-117.5830923,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,7839,8719773.15234375,14809.6866774141
1633,06,059,Orange,042341,06059042341,1867509,0,0.721049173932,+33.4817173,-117.6780547,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,5924,2691609.01171875,11764.898209011
1634,06,059,Orange,052534,06059052534,695418,0,0.268503052557,+33.7246636,-117.7870397,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,2722,1007907.8671875,4952.7096076647
1635,06,059,Orange,042115,06059042115,1201837,884678,0.805609103973,+33.4008823,-117.5974403,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,1272,3001496.76953125,8082.20487081065
1636,06,059,Orange,075517,06059075517,2200473,0,0.849607964515,+33.7230118,-117.8325163,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,6098,3189140.08203125,8555.77374154442
1637,06,059,Orange,052437,06059052437,26335556,142637,10.2232902551,+33.7364976,-117.7349328,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,4264,38399225.6445312,31013.5795234539
1638,06,059,Orange,052430,06059052430,45927449,95195,17.7694394598,+33.7152771,-117.6850058,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,15028,66690339.1953125,40330.570375435
1639,06,059,Orange,052439,06059052439,15019713,0,5.79913801418,+33.6704684,-117.7304207,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,4847,21741643.6484375,18037.2365570566
1640,06,059,Orange,052434,06059052434,1738280,0,0.671154643075,+33.7383582,-117.7738553,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,5670,2520180,11238.730863693
1641,06,059,Orange,075516,06059075516,10100021,33452,3.91255345149,+33.6945574,-117.8441272,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,7318,14676241.78125,19748.6980603572
1642,06,059,Orange,075518,06059075518,6668668,0,2.57478922028,+33.7065531,-117.8220205,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,10506,9661215.9140625,13894.2422452021
1643,06,059,Orange,052435,06059052435,1715993,0,0.662546802207,+33.7305072,-117.7692958,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,5094,2487406.125,6814.84324711064
1644,06,059,Orange,052438,06059052438,8745563,0,3.3766851366,+33.6799753,-117.6991452,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,3425,12662349.8125,15243.0651854282
1645,06,059,Orange,052436,06059052436,1680560,0,0.648867099606,+33.7255006,-117.7556906,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,4880,2435767.2109375,7582.71818267859
1646,06,059,Orange,052535,06059052535,1803443,0,0.696313176579,+33.7188583,-117.7816152,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,5382,2613472.7890625,6666.35329330968
1647,06,059,Orange,052533,06059052533,2011528,0,0.776655509601,+33.7118461,-117.7722976,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,6672,2914550.0859375,7484.42122365109
1648,06,059,Orange,052529,06059052529,850375,0,0.328332378842,+33.6936324,-117.8050892,116o,Irvine Central/Tustin East,Urban,2884,1231613.26953125,4809.57105471766
1649,06,059,Orange,052530,06059052530,1014495,0,0.39169842165,+33.6902035,-117.8137796,116o,Irvine Central/Tustin East,Urban,6263,1469190.44921875,6929.33178141121
1650,06,059,Orange,062655,06059062655,18652344,0,7.20171595186,+33.6241133,-117.7925755,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,5076,26971266.03125,27502.4817589558
1651,06,059,Orange,052433,06059052433,3370676,0,1.30142324144,+33.6880204,-117.7600673,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,12973,4881160.015625,11995.6672649266
1652,06,059,Orange,052431,06059052431,1349326,0,0.520974890008,+33.6994791,-117.7529852,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,4139,1954502.4296875,6188.98911015055
1653,06,001,Alameda,428301,06001428301,4300902,1597298,2.27731637706,+37.7344929,-122.2414385,2d,Fruitvale/Melrose/Oakland Airport,Urban,7519,9446130.421875,17930.3803301018
1654,06,001,Alameda,428302,06001428302,2231410,474770,1.04486109506,+37.7439709,-122.2497790,2d,Fruitvale/Melrose/Oakland Airport,Urban,7780,4335105.26953125,8611.90066416631
1655,06,059,Orange,001801,06059001801,1722746,0,0.66515491354,+33.8671814,-117.9795250,116a,Buena Park/La Palma,Urban,5348,2505111.7890625,8091.62033149317
1656,06,059,Orange,001802,06059001802,1176742,0,0.454341546392,+33.8630156,-117.9720501,116f,Fullerton Central and South,Urban,7524,1710979.43359375,5695.47362824982
1657,06,059,Orange,063910,06059063910,4198991,0,1.62123745503,+33.6933666,-117.9102462,116p,Costa Mesa,Urban,4685,6081414.7109375,13883.4199658513
1658,06,059,Orange,063909,06059063909,1142801,0,0.441236680752,+33.6908191,-117.8774197,116p,Costa Mesa,Urban,3474,1655023.19140625,5479.13346057325
1659,06,059,Orange,042340,06059042340,932440,0,0.36001719886,+33.4924180,-117.6744668,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,2437,1344239.53515625,5368.78245693255
1660,06,059,Orange,032062,06059032062,4207189,0,1.62440124123,+33.4785252,-117.5953057,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,3893,6063294.96484375,12157.0798849065
1661,06,059,Orange,076001,06059076001,2305049,0,0.889984932244,+33.7834760,-117.8693817,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,7499,3345372.91796875,8424.13590495844
1662,06,059,Orange,032064,06059032064,97753255,0,37.7427599148,+33.5184948,-117.5437029,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,2691,141008931.667969,76185.1361913665
1663,06,059,Orange,042116,06059042116,2171029,818123,1.15411767076,+33.4146683,-117.6098570,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,6590,4301603.83203125,8976.64083572503
1664,06,059,Orange,032065,06059032065,9121264,0,3.5217392485,+33.5869450,-117.6167142,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,5594,13178067.1835938,25762.0557542965
1665,06,059,Orange,032066,06059032066,29111561,0,11.2400353741,+33.5399850,-117.5948838,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,5448,42014022.3867188,31194.4524017485
1666,06,059,Orange,052432,06059052432,1682696,0,0.649694281885,+33.6939752,-117.7453018,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,7142,2437093.73828125,6807.42475837623
1667,06,059,Orange,052429,06059052429,2042755,0,0.788712418468,+33.7064721,-117.7397990,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,8182,2959428.24609375,7494.65626308093
1668,06,059,Orange,062657,06059062657,1393696,0,0.538109505239,+33.6331904,-117.8554130,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,3304,2015704.0078125,6798.8543092371
1669,06,059,Orange,062653,06059062653,7046994,0,2.72085955234,+33.6364763,-117.7465014,115.2d,Laguna Beach/Laguna Woods,Urban,5672,10192836.1054688,15472.6307706661
1670,06,059,Orange,099418,06059099418,917375,0,0.354199429041,+33.6901130,-117.9949313,116j,Fountain Valley/Huntington Beach Central,Urban,3756,1328535.82421875,4731.43270017437
1671,06,059,Orange,001603,06059001603,2740517,0,1.05811840904,+33.8952809,-117.9213112,116f,Fullerton Central and South,Urban,3646,3987695.4140625,9006.88610545024
1672,06,059,Orange,021831,06059021831,5169800,11694,2.00058384714,+33.9124563,-117.8357565,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,5272,7542594.25390625,13265.9044521952
1673,06,059,Orange,021832,06059021832,32029802,40195,12.3822891544,+33.9386644,-117.8257665,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,6084,46703961.6601562,33824.340771107
1674,06,059,Orange,087302,06059087302,933231,0,0.360321738716,+33.8342568,-117.9106145,116l,Anaheim Central,Urban,6653,1356010.62890625,5154.88088457926
1675,06,059,Orange,062656,06059062656,30821684,2569410,12.8923664881,+33.5737494,-117.7918476,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,4110,48231016.2109375,43323.5411018626
1676,06,059,Orange,087301,06059087301,695446,0,0.268514021631,+33.8386596,-117.9117150,116l,Anaheim Central,Urban,4334,1010610.84765625,5158.45776013647
1677,06,059,Orange,001709,06059001709,1986688,0,0.767066429393,+33.9118184,-117.9677188,116k,Brea West/Fullerton North/La Habra,Urban,2882,2891929.0390625,7016.94276977287
1678,06,029,Kern,006101,06029006101,7280787,186674,2.88320009106,+35.1312654,-118.4436267,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,3531,11190040.6796875,15923.8295576716
1679,06,059,Orange,062652,06059062652,3266431,70522,1.28840600257,+33.6198996,-117.7457069,115.2d,Laguna Beach/Laguna Woods,Urban,5158,4824755.20703125,16196.3326081546
1680,06,059,Orange,001710,06059001710,3166634,0,1.22264341867,+33.9002308,-117.9684399,116k,Brea West/Fullerton North/La Habra,Urban,5027,4608265.37109375,10353.6798505703
1681,06,059,Orange,076105,06059076105,2118872,0,0.81810117906,+33.7938846,-117.8707223,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,4169,3075909.3359375,7169.72632594137
1682,06,059,Orange,076104,06059076104,1829633,0,0.706425969208,+33.7964377,-117.8843992,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,5087,2656188.02734375,7223.09800802619
1683,06,059,Orange,076002,06059076002,916450,0,0.353842530655,+33.7756099,-117.8661691,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,1128,1329819.984375,5202.64117916198
1684,06,059,Orange,099419,06059099419,2581863,29673,1.00831995537,+33.6980069,-118.0038344,116j,Fountain Valley/Huntington Beach Central,Urban,4400,3782396.734375,9670.63599119724
1685,06,059,Orange,001604,06059001604,2317302,0,0.894714375925,+33.9104416,-117.9234129,116f,Fullerton Central and South,Urban,4538,3373068.4765625,7746.31469643969
1686,06,059,Orange,001903,06059001903,919541,0,0.35503720199,+33.8567331,-117.9588441,116f,Fullerton Central and South,Urban,3172,1336819.82421875,5313.91345894096
1687,06,059,Orange,011000,06059011000,3040244,0,1.17384545486,+33.8735241,-117.9535931,116f,Fullerton Central and South,Urban,6177,4421597.23828125,9533.41472143159
1688,06,059,Orange,011101,06059011101,1030837,0,0.398009206458,+33.8604798,-117.9459428,116f,Fullerton Central and South,Urban,4218,1498752.36328125,5106.90264912217
1689,06,059,Orange,011102,06059011102,1105853,0,0.426971939135,+33.8605165,-117.9374470,116f,Fullerton Central and South,Urban,4188,1607816.51953125,5228.21922920226
1690,06,059,Orange,032037,06059032037,3640839,0,1.40573500938,+33.6195274,-117.6376827,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,6275,5264086.12109375,12657.6228183919
1691,06,059,Orange,032038,06059032038,2938923,0,1.1347240777,+33.5941864,-117.6469211,115.2a,Lake Forest East/Mission Viejo Central and South,Urban,6533,4246752.27734375,11419.6106056546
1692,06,059,Orange,032039,06059032039,1923366,0,0.74261511868,+33.5764331,-117.6492318,115.2a,Lake Forest East/Mission Viejo Central and South,Urban,6285,2778134.671875,9166.55766533379
1693,06,029,Kern,001301,06029001301,1027441,0,0.396698244753,+35.3834279,-118.9825024,66b,Bakersfield East/Lakeview/La Loma,Urban,4816,1549150.63671875,5630.5887202668
1694,06,029,Kern,003135,06029003135,1385084,0,0.534783025831,+35.3035181,-119.1234186,66c,Bakersfield Southwest,Urban,4791,2084296.84375,6085.20527604413
1695,06,029,Kern,001107,06029001107,550527,0,0.212560374297,+35.3743302,-118.9580398,66b,Bakersfield East/Lakeview/La Loma,Urban,3052,829886.328125,5032.15848297868
1696,06,029,Kern,003212,06029003212,4333818,190217,1.74674023282,+35.3382047,-119.1372019,66c,Bakersfield Southwest,Urban,5507,6813607.69140625,10695.711680897
1697,06,029,Kern,005509,06029005509,120534842,5245,46.5407775459,+35.5725952,-117.6939426,64,Inyokern/Ridgecrest,Rural,4283,182601569.785156,80933.277477691
1698,06,029,Kern,001804,06029001804,3340772,377062,1.43546162592,+35.3660088,-119.0603689,66d,Bakersfield Northwest/Rosedale,Urban,3361,5603083.00390625,15371.5731618192
1699,06,029,Kern,003816,06029003816,2670629,0,1.03113632793,+35.3910584,-119.1369582,66d,Bakersfield Northwest/Rosedale,Urban,3791,4027456.95703125,8334.25318338806
1700,06,029,Kern,004304,06029004304,3947504,0,1.5241372729,+35.6086914,-119.3444583,58.2,Lost Hills/Wasco,Rural,2484,5985098.54296875,10437.5816025561
1701,06,071,San Bernardino,007404,06071007404,3212828,0,1.24048420217,+34.1425452,-117.2054367,151k,Highland/San Bernardino East,Urban,5259,4702034.4609375,14229.0784851951
1702,06,029,Kern,004605,06029004605,479143514,1680457,185.64715365,+35.6698917,-119.1793152,60,Delano/McFarland,Urban,3544,730135385.433594,147884.43404542
1703,06,029,Kern,002701,06029002701,1357176,0,0.524008335233,+35.3430846,-119.0304638,66b,Bakersfield East/Lakeview/La Loma,Urban,2766,2044284.76953125,6108.8245287284
1704,06,029,Kern,002823,06029002823,1377652,0,0.531913718302,+35.3272161,-119.0959308,66c,Bakersfield Southwest,Urban,4536,2074318.29296875,8399.1227599345
1705,06,029,Kern,001803,06029001803,1274525,0,0.492096953364,+35.3579308,-119.0837590,66d,Bakersfield Northwest/Rosedale,Urban,2298,1920490.296875,5859.93258621668
1706,06,029,Kern,003308,06029003308,76355354,30155,29.4926301141,+34.8432832,-118.9897489,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,2540,113658309.636719,97947.8613156991
1707,06,029,Kern,002824,06029002824,397484,0,0.153468621622,+35.3510055,-119.0582925,66c,Bakersfield Southwest,Urban,1921,598835.05859375,3801.56809985247
1708,06,029,Kern,002822,06029002822,2251088,0,0.869148125373,+35.3328959,-119.1045016,66c,Bakersfield Southwest,Urban,3098,3389912.19921875,7850.0578452814
1709,06,029,Kern,004903,06029004903,1300974,0,0.502307853331,+35.7868107,-119.2320485,60,Delano/McFarland,Urban,5226,1981254.078125,5934.11846163797
1710,06,029,Kern,003817,06029003817,2052860,0,0.792613348519,+35.4044901,-119.1173012,66d,Bakersfield Northwest/Rosedale,Urban,3537,3096846.046875,8212.33634507679
1711,06,029,Kern,005006,06029005006,1285682,0,0.496404733399,+35.7695493,-119.2298421,60,Delano/McFarland,Urban,3849,1957127.87109375,6936.86200473298
1712,06,029,Kern,005005,06029005005,1519548,0,0.586702014241,+35.7710291,-119.2411623,60,Delano/McFarland,Urban,3346,2313219.58203125,7521.70575715687
1713,06,029,Kern,004904,06029004904,1344648,0,0.519171930593,+35.7794626,-119.2323080,60,Delano/McFarland,Urban,3668,2047395.94921875,6210.96756856935
1714,06,029,Kern,004703,06029004703,4941079,0,1.90775977349,+35.6669977,-119.2417788,60,Delano/McFarland,Urban,3876,7502380.265625,11529.4058227871
1715,06,029,Kern,004802,06029004802,2944552,0,1.13689810864,+35.7573390,-119.2517659,60,Delano/McFarland,Urban,5762,4480977.265625,9113.64164214352
1716,06,029,Kern,000702,06029000702,1605284,0,0.61980188611,+35.4022740,-118.9928535,66a,Bakersfield Northeast/Oildale,Urban,2813,2421517.02734375,6376.81807797138
1717,06,029,Kern,004801,06029004801,1737977,0,0.671035559502,+35.7788566,-119.2544669,60,Delano/McFarland,Urban,3814,2646242.6015625,7689.78862520051
1718,06,029,Kern,004704,06029004704,4407797,0,1.70186157761,+35.6814830,-119.2434780,60,Delano/McFarland,Urban,5391,6695080.6015625,11109.8849229372
1719,06,029,Kern,000201,06029000201,1399082,0,0.540186757346,+35.4163005,-119.0249519,66a,Bakersfield Northeast/Oildale,Urban,4241,2111194.62890625,7769.45372863573
1720,06,029,Kern,000601,06029000601,1510841,144124,0.638984793485,+35.3991976,-119.0096400,66a,Bakersfield Northeast/Oildale,Urban,1681,2496271.12890625,7319.94801105144
1721,06,029,Kern,004404,06029004404,1622063,0,0.626281657756,+35.5899296,-119.3473122,58.2,Lost Hills/Wasco,Rural,4472,2458188,8423.4582764079
1722,06,029,Kern,004403,06029004403,1457784,0,0.562855361719,+35.5979162,-119.3481290,58.2,Lost Hills/Wasco,Rural,2932,2209673.47265625,6436.9141070596
1723,06,029,Kern,004303,06029004303,1296256,0,0.500486979823,+35.5833939,-119.3493658,58.2,Lost Hills/Wasco,Rural,5022,1964119.48828125,5941.06103624943
1724,06,001,Alameda,428400,06001428400,810521,1168052,0.763928201339,+37.7564138,-122.2559068,2e,Alameda/Jack London Square/Oakland Inner Harbor,Urban,4267,3170239.0625,12253.6156209445
1725,06,001,Alameda,430900,06001430900,1096550,0,0.423380558237,+37.6982784,-122.0828322,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,5202,1754487.8984375,5802.2654305943
1726,06,017,El Dorado,030301,06017030301,1183498,0,0.456950684627,+38.9236615,-119.9807492,24,South Lake Tahoe,Rural,2984,1958145.50390625,7325.09285324639
1727,06,029,Kern,000104,06029000104,1102840,0,0.425808426398,+35.4454371,-119.0327191,66a,Bakersfield Northeast/Oildale,Urban,1295,1665367.85546875,5880.62885626814
1728,06,059,Orange,032040,06059032040,1046489,0,0.404051177762,+33.5812401,-117.6535608,115.2a,Lake Forest East/Mission Viejo Central and South,Urban,2562,1511728.99609375,5976.79259677967
1729,06,059,Orange,042323,06059042323,3344910,1109982,1.72004478125,+33.4741037,-117.7165218,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,4883,6419653.59765625,14066.1982778137
1730,06,059,Orange,062632,06059062632,14191838,613120,5.71622505249,+33.5306084,-117.7473419,115.2d,Laguna Beach/Laguna Woods,Urban,3926,21369909.234375,33636.9149037413
1731,06,059,Orange,062611,06059062611,1665709,82580,0.675017582729,+33.6639878,-117.8339404,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,4542,2530357.75390625,8306.37559963444
1732,06,059,Orange,062614,06059062614,6206307,62414,2.4203667486,+33.6439363,-117.8381633,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,11044,9068420.63671875,12743.2746719204
1733,06,059,Orange,062622,06059062622,2904077,26675,1.13156821876,+33.6155024,-117.7214001,115.2d,Laguna Beach/Laguna Woods,Urban,3909,4237393.08984375,8416.76395927866
1734,06,055,Napa,201102,06055201102,149481826,5073187,59.6740615343,+38.2693294,-122.3654555,112.2,Napa Northeast/Rutherford/Yountville,Rural,2124,251218967.441406,129387.875656228
1735,06,017,El Dorado,030810,06017030810,2541866,148357,1.03869988749,+38.6910821,-120.9949797,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,3741,4421408.1875,11632.5981695989
1736,06,017,El Dorado,030302,06017030302,3241413,353844,1.38813315321,+38.9412290,-119.9928645,24,South Lake Tahoe,Rural,2684,5950558.1953125,10278.5737437357
1737,06,017,El Dorado,030808,06017030808,5802114,61992,2.26414157575,+38.6766500,-121.0086199,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,5816,9636150.93359375,19141.395040401
1738,06,017,El Dorado,030809,06017030809,2206530,0,0.851945996385,+38.6628212,-120.9841930,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,2618,3624391.703125,9324.66159213598
1739,06,075,San Francisco,013300,06075013300,581305,0,0.224443296176,+37.7887307,-122.4524293,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,4452,932349.3515625,4275.85185533802
1740,06,075,San Francisco,022803,06075022803,282080,0,0.108911489964,+37.7558368,-122.4120842,162c,Bernal Heights/Mission District/Potrero Hill,Urban,5238,452025.12109375,2905.10522062201
1741,06,075,San Francisco,047702,06075047702,352786,0,0.136211861948,+37.7744602,-122.4837889,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,3791,565614.734375,3201.49285332582
1742,06,075,San Francisco,035202,06075035202,372758,0,0.143922719418,+37.7613995,-122.5061469,162d,Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park,Urban,5015,597424.41015625,3097.06400979186
1743,06,001,Alameda,432100,06001432100,1105772,0,0.426942615461,+37.7360495,-122.1466048,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,3584,1771038.921875,6030.41304931075
1744,06,053,Monterey,011700,06053011700,5290270,652757,2.29461469405,+36.5294601,-121.9250324,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,3747,9226489.4765625,25014.3558133906
1745,06,053,Monterey,010606,06053010606,286503914,849953,110.947878078,+36.6852793,-121.5676557,109.1,Aromas/Las Lomas/Pajaro/Prunedale,Rural,6203,447722296.625,176386.816837673
1746,06,053,Monterey,010305,06053010305,15689047,17079,6.06416877485,+36.8191591,-121.6752959,109.1,Aromas/Las Lomas/Pajaro/Prunedale,Rural,4763,24551999.0039062,26491.4540315154
1747,06,053,Monterey,001200,06053001200,1231337,0,0.475422328777,+36.6646451,-121.6493229,109.2,Salinas/Spreckels,Urban,2864,1917405.33203125,6039.42230267276
1748,06,053,Monterey,010501,06053010501,67098679,167219,25.9714854369,+36.7895164,-121.6227734,109.1,Aromas/Las Lomas/Pajaro/Prunedale,Rural,7568,105086484.464844,48373.0339792788
1749,06,001,Alameda,430300,06001430300,2551932,9638,0.989028080626,+37.7172764,-122.0819576,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,3947,4100817.62109375,9945.78894325895
1750,06,037,Los Angeles,191902,06037191902,726301,0,0.280425817752,+34.0837728,-118.3388222,78.2g,Hollywood South Central/Inner Sunset,Urban,2777,1061486.71875,4261.91050281303
1751,06,037,Los Angeles,194102,06037194102,3500521,3009,1.35271992293,+34.1166590,-118.3650891,78.2f,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,2782,5124376.48046875,14117.5010622483
1752,06,067,Sacramento,002500,06067002500,984315,0,0.380045976665,+38.5455452,-121.4812453,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,1796,1611578.12109375,5691.92937271548
1753,06,099,Stanislaus,003803,06099003803,1764371,0,0.681226684997,+37.4839983,-120.8421052,212.1,Denair/Turlock,Urban,3236,2806930.02734375,7426.30825184601
1754,06,075,San Francisco,025403,06075025403,515731,0,0.199126235039,+37.7337691,-122.4206236,162c,Bernal Heights/Mission District/Potrero Hill,Urban,4773,825962.921875,5169.95862272888
1755,06,075,San Francisco,022702,06075022702,295531,0,0.114104206372,+37.7626143,-122.3955143,162c,Bernal Heights/Mission District/Potrero Hill,Urban,2200,473662.953125,2754.05511941192
1756,06,001,Alameda,431000,06001431000,954210,0,0.368422665744,+37.6929313,-122.0784573,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Urban,2816,1526524.1640625,7267.96297594085
1757,06,085,Santa Clara,503325,06085503325,1138412,0,0.43954268016,+37.3206767,-121.7888418,183k,Evergreen/San Jose East Central,Urban,4625,1803282,6142.13949024951
1758,06,053,Monterey,013200,06053013200,48405617,34615,18.7029438361,+36.5622513,-121.8056041,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,4218,75246764.6484375,66128.0780555647
1759,06,053,Monterey,013600,06053013600,950615,0,0.367034045652,+36.6015567,-121.8432617,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,4740,1477867.890625,4721.88452401311
1760,06,085,Santa Clara,503602,06085503602,1223265,0,0.472302748985,+37.3445430,-121.8523293,183e,Alum Rock South/San Jose East,Urban,5444,1938905.078125,6362.0755678075
1761,06,059,Orange,011200,06059011200,1685999,0,0.650967943321,+33.8733305,-117.9361038,116f,Fullerton Central and South,Urban,4626,2452030.7578125,6918.17552301101
1762,06,085,Santa Clara,503703,06085503703,655029,0,0.25290817392,+37.3456372,-121.8393992,183e,Alum Rock South/San Jose East,Urban,4379,1038273.28125,4725.97889362162
1763,06,085,Santa Clara,503712,06085503712,664170,0,0.256437780592,+37.3622865,-121.8466432,183b,Berryessa/East San Jose/Milpitas East,Urban,4509,1053226.71875,4201.0674426924
1764,06,001,Alameda,428000,06001428000,525761,0,0.202998603063,+37.7666414,-122.2475404,2e,Alameda/Jack London Square/Oakland Inner Harbor,Urban,3168,842767.33984375,3896.16497330397
