Census_Tract,ALAND,County,MSSA_ID,MSSA_Name,MSSA_Type,RN_Area_ID,RN_Area_Name
06065042410,2261467,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042411,1340148,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042517,943427,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042518,996783,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042519,952421,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042520,1487312,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042521,1619378,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042621,2625610,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065042622,4992130,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06065046800,1961724,Riverside,135g,Moreno Valley,Urban,66,Riverside/Fontana Area
06067009403,84815150,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009404,179905444,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009406,155014342,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009407,7462478,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009408,16129451,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009501,67487407,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009502,10404012,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009503,3783228,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009504,2229547,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,22,Sacramento/Elk Grove Area
06067009800,116677657,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,28,Stockton/Tracy Area
06067009900,253729245,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,22,Sacramento/Elk Grove Area
06067008600,318813687,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,22,Sacramento/Elk Grove Area
06067008703,5486611,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,22,Sacramento/Elk Grove Area
06067008704,2148329,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,22,Sacramento/Elk Grove Area
06067008705,80636930,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,22,Sacramento/Elk Grove Area
06067006701,3289849,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007004,2876289,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007010,2413317,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007011,1946690,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007012,1060389,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007013,672743,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007014,1962328,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007015,5311991,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007016,4885235,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007017,7190021,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007018,4835521,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007019,5642657,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007020,2387186,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007101,75516032,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007102,4437054,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007103,2194046,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007104,2224427,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007105,1902986,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007106,6438494,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007107,13508441,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007202,10699362,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007204,8176766,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007206,18699124,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007207,8956049,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007208,7582517,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007209,2564232,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007402,2808779,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007403,2184296,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007406,4561335,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007417,2459057,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007421,4579175,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007426,868096,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007427,1971170,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007430,1905259,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007431,1142219,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007432,1114431,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007433,2608580,Sacramento,139a,Elverta/Natomas/North Highlands/Rio Linda,Urban,22,Sacramento/Elk Grove Area
06067007504,3429192,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007601,2987958,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007602,2489908,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007701,2453444,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007702,2493356,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007801,3457842,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007802,4607958,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007903,2545604,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007904,2262687,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007905,2442979,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007906,1911061,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008005,5686252,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008006,5415853,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008007,2119415,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008008,3028932,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008009,4337719,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008010,5054651,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008117,944512,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008133,903783,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008134,1630865,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067008702,3107819,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,22,Sacramento/Elk Grove Area
06067007414,1437532,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007415,1536470,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007416,1189012,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007422,975469,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007423,987528,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007428,1303370,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007429,999192,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067007501,2630965,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008111,2826981,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008113,1607390,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008119,2404491,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008120,1972142,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008124,2433984,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008125,2558211,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008127,2321759,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008128,1005048,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008129,1138971,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008130,1702680,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008131,2916419,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008132,1967349,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008135,1391918,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008136,1472050,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008137,1087442,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008138,1807427,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008139,1335346,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008140,1653217,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008141,2098244,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008142,1503367,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067008143,2405913,Sacramento,139c,Antelope/Citrus Heights/Foothill Farms,Urban,22,Sacramento/Elk Grove Area
06067005403,1301107,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005404,3967262,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005505,1962373,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005508,974772,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005601,2619543,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005606,2602564,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005701,2621461,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005702,3285937,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005801,2640616,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005803,3717312,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005804,2578899,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005901,3399346,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005903,653850,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067005904,2606826,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067006002,1970202,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067006003,1545791,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067006004,1296274,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067006101,2796728,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067006102,1308679,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,22,Sacramento/Elk Grove Area
06067008122,2504781,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008144,1405514,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008145,3391853,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008203,6096148,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008204,2597949,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008206,2821081,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008207,3337523,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008208,3544735,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008209,3484459,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008210,5526888,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008211,7710365,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008402,3233454,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008403,2977031,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008404,2863938,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008501,5424831,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008504,5776373,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008505,1223168,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008506,1109173,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008507,3641570,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008508,18880473,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008509,2199638,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008510,3988487,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008512,4000584,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067008513,3360864,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067988300,3824924,Sacramento,139e,Folsom/Orangevale,Urban,22,Sacramento/Elk Grove Area
06067001700,3525651,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067001800,1717608,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067002700,1288108,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067002800,924551,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067002900,2317595,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003000,2583491,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003101,1255292,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003102,1147191,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003202,1653977,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003203,985423,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003204,1599386,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003600,1269305,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067003700,1427631,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004401,1386524,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004402,1240514,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004501,1802495,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004502,2702032,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004601,2267763,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004602,1316728,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004701,1401594,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004702,1539648,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004801,1872216,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067004802,1423403,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067005001,2350891,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067005101,2046677,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067005102,3092644,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,22,Sacramento/Elk Grove Area
06067000100,2034723,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067000200,1511258,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067000300,1452574,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067001600,3048885,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067005201,1877200,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067005202,1758565,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067005204,3714778,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067005205,8885994,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008801,25418912,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008905,1614288,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008907,1542548,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008908,2218451,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008909,2685817,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008910,1564009,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008911,547162,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008912,1906883,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067008913,4213052,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009004,1381159,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009005,15678756,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009006,2904678,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009007,982813,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009008,1593240,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009010,4741850,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009011,5281294,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009103,1890409,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009105,877227,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009106,1579117,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009107,2201980,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009108,1502477,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009109,1756611,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009110,605887,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009111,1470877,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009112,2990983,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009201,56006155,Sacramento,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,22,Sacramento/Elk Grove Area
06067009319,2327857,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009320,1663289,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009322,5097779,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009323,3791865,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009606,2705871,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009608,3812113,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009609,1441647,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009610,1867810,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009614,2224373,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009615,2791330,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009618,13840120,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067009639,2849240,Sacramento,139h,Elk Grove/Laguna/Laguna West/Lakeside,Urban,22,Sacramento/Elk Grove Area
06067000400,975600,Sacramento,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,22,Sacramento/Elk Grove Area
06067001300,792610,Sacramento,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,22,Sacramento/Elk Grove Area
